x,y
-0.630126012,83.43962191
0.973314614,90.42432399
0.870660771,93.84021871
0.841406651,91.23042698
-0.663716581,75.22725679
0.708995499,88.8940922
0.58470341,100.1414416
0.534032824,82.02127398
-0.264102685,18.79422429
-0.10277571,21.49691502
0.621606928,96.04222194
0.176408209,44.16196135
0.257557518,44.2632513
0.673388861,98.67536489
-0.228440849,23.20337659
-0.57818739,79.12238596
-0.647077183,87.78011226
0.143108827,37.37001188
0.781845225,93.3619531
0.476370024,29.26023073
-0.256052035,27.8559683
0.942138113,84.94081997
0.136445402,38.61587141
0.24800028,47.47068739
0.116876999,35.34922896
-0.173006791,15.19268132
-0.823260381,83.17285274
-0.90509303,80.50750801
0.169975531,42.2066873
-0.170139286,19.46289653
0.434972619,42.07335135
0.580956275,92.25284689
-0.208669209,24.85168126
0.300370491,37.44763787
-0.346082948,24.82638965
0.791152702,80.89628581
-0.17311251,13.71226992
0.679362417,96.90463778
0.721592536,91.88168336
0.735681706,88.77101437
0.368158628,45.80494471
-0.149254611,12.11121864
0.932832633,93.84898916
-0.739960486,79.27866695
-0.771789926,89.73496928
0.391531488,37.82344062
-0.209367847,23.9158935
-0.201573692,16.43748781
-0.829554059,79.41186694
-0.847880368,83.11660759
