x,y
-0.006511334,90.36592249
0.135161131,81.68568944
-0.23467443,74.05458721
-0.021380532,91.5848652
-0.104363837,86.34852243
-0.723812638,11.846527
0.131487942,77.22054044
0.521786881,42.45541992
0.485828956,43.11412688
0.901251492,53.09033992
0.030860507,89.46695839
0.612462446,49.29074731
-0.190998975,80.8537353
0.589353914,38.57332555
0.752920521,40.07855614
0.776458616,50.23374851
0.572151075,34.46518993
-0.756495522,9.219611324
-0.700246935,6.738546457
-0.635188978,22.68298393
-0.056323752,82.90390517
-0.866674792,3.159474836
-0.507897759,40.83310279
0.697519066,43.22606486
-0.009957024,84.39350215
0.603688268,34.57251153
-0.680474999,17.03943894
0.019154594,91.2229687
0.764308438,43.45778016
-0.776085848,9.69036521
-0.88001597,16.73317086
-0.501928676,43.85316
-0.175516461,90.33761439
-0.991280765,20.92887887
0.823087262,45.60474076
-0.419746546,52.65252416
0.689277232,41.48212084
0.989707948,57.70289944
0.772361623,47.93606144
0.581402588,39.58777537
0.834497379,46.23306068
0.663551136,42.51093123
0.167199717,78.84933049
0.54078521,51.55139014
-0.571196775,25.00395599
-0.849860927,7.974073114
-0.849659989,7.351530637
0.118642538,85.39395348
-0.807295659,11.61951583
0.762078261,42.01694449
