x,y
-0.773372118,84.52186945
-0.529133419,74.77393779
0.908577657,86.53355267
0.194660835,35.02029199
-0.847852656,82.07912693
-0.522102402,69.50397025
-0.863304166,89.29636538
0.540793334,86.6623047
0.972190687,86.44447806
0.792145335,92.64131319
-0.700508001,76.50834058
-0.056414187,20.01404946
-0.222797107,14.51994032
-0.814049006,76.56257086
0.239392093,32.68730035
-0.441341563,5.866033159
0.258848499,43.10716034
-0.481248243,12.80717953
0.535578219,87.40709818
0.330436992,47.05870247
0.725267946,87.7162967
0.268834526,37.91950148
0.480605202,35.56712053
-0.019812521,24.18580026
0.361479766,37.21857813
-0.907607381,81.07930513
0.566637231,86.43616367
0.967153572,81.71380851
-0.647695621,78.68310433
0.870818723,83.3265246
-0.336670995,14.65670007
0.489624648,50.26112291
-0.075563172,24.67476673
0.148669931,39.15117091
0.114267491,39.54535007
-0.559787449,70.72349531
-0.126844474,26.27820589
0.196363029,40.45513795
0.454382099,48.49416307
0.779493876,89.94054224
-0.74018448,78.81418432
-0.171556086,20.21392469
0.5570545,81.20018119
0.965296326,92.64556629
-0.383122448,15.20967024
-0.642518149,75.92833603
0.568246128,86.25084588
-0.323028129,22.11517072
0.892285218,92.04990187
0.082328671,42.51709883
