x,y
-0.366452824,15.57189211
-0.318225078,12.45677531
-0.993588238,83.78351148
0.006733759,52.42580773
0.16035255,38.02545496
-0.13403874,35.94471406
0.769154655,68.37649575
-0.125432806,38.20499287
-0.042377004,55.68010704
0.193247568,42.48251435
0.722308683,68.50454203
-0.412839809,34.02654377
-0.599125545,51.76461305
-0.916187093,68.5098424
-0.13175454,37.94074479
-0.593868794,54.91446867
0.771084749,61.81961183
-0.222217111,11.6012687
-0.336824133,16.13248571
0.251601583,38.97309112
0.584515894,81.28696288
-0.072524081,50.84008381
-0.069331489,46.94645367
-0.226520323,10.24262332
-0.157924233,26.80037622
0.667946616,73.00622033
0.328687559,33.52598008
0.628993245,77.16422683
-0.13633572,42.21517423
0.74419084,68.93905439
0.255006048,31.60035495
0.861959605,56.48032794
0.365077483,40.69398664
0.742371128,61.69024103
0.387393659,53.94498305
0.668142182,72.11601521
0.593426751,83.70883931
-0.747940833,56.38026192
0.66928649,77.25815098
0.384298375,46.22019127
0.95107602,80.12682488
-0.622202705,54.88184321
0.203560846,54.58387037
-0.123585556,42.02220103
0.549730649,83.89877197
0.382234381,43.52185694
0.046752819,65.21152095
0.384281914,48.48170665
0.073516141,69.45161472
0.475941174,67.74501471
