x,y
-0.518092305,38.93992602
0.20976491,72.73542546
-0.053338528,88.61835395
-0.142026402,86.02252783
0.250365888,56.88016455
0.390312768,50.24723697
0.626078939,45.38535618
-0.150813359,88.04976644
0.595569273,36.63783024
0.143177548,75.98914882
-0.7207245,10.33193957
0.815914651,44.495405
-0.946516167,22.70697176
0.889862794,56.88761552
0.182175236,71.34043147
-0.587263135,24.89806803
0.267686418,57.57075792
-0.750491633,11.84804961
0.820905055,53.28896742
-0.769449912,7.930342968
0.347386619,47.58171252
-0.678358905,9.962600373
-0.477425635,42.59205506
-0.257470873,78.31458743
-0.798757545,7.927661748
0.259164576,71.18897477
0.132497384,82.96922947
-0.68942677,14.7268319
0.892489039,45.39656982
-0.879738452,8.06095532
0.6214302,47.43260221
-0.542706249,32.1840212
0.119920556,70.44025565
-0.286642056,66.13857562
-0.523137752,35.90770724
-0.534583667,34.31795981
-0.917109894,14.97344188
0.167979234,72.8817855
0.375714442,59.33127783
-0.895606236,-0.581144518
-0.771626099,7.143708129
0.431983299,47.96648843
-0.501984841,41.42354379
-0.243110386,89.10835235
0.008623346,84.15907964
0.75335721,39.99179844
0.035132817,90.7809249
0.02440381,82.37527615
-0.546347539,32.92879977
0.287823939,62.24451573
