x,y
0.483699389,100.9173919
0.565920587,50.0832508
-0.450740074,70.33671295
-0.556624608,69.39359133
0.625376258,84.06009598
-0.206118733,36.49697867
-0.09821293,33.76044163
-0.225331954,41.47305563
0.518499828,80.40787094
0.328068045,66.13933909
0.364569597,45.76134535
0.983738876,3.936347153
0.211320458,49.9774217
-0.021238282,24.080094
-0.583762575,65.55702274
-0.687002733,46.51503619
-0.050129258,8.457812022
0.314905074,62.17781888
0.244020711,36.79041114
-0.135488385,42.09337113
0.304592137,67.98118816
-0.830163757,38.59064101
-0.896795321,21.43014216
-0.860000311,23.55459271
0.183662168,16.90601304
-0.878988761,41.07040238
-0.585073969,70.44389082
0.135486493,13.09084443
-0.633976821,53.36983619
-0.37656643,58.68941068
-0.461320605,81.06247801
0.511172999,84.60145143
-0.682935649,63.89947841
-0.39414516,54.23363167
0.310992634,44.85206117
-0.312838248,67.73171898
-0.639286986,55.94307002
-0.136314484,27.36688331
0.840052091,25.83017841
-0.50197298,88.98794844
-0.998925525,8.776692179
-0.691633265,49.11261335
0.174864574,50.67957931
0.966465818,13.50987529
0.001527768,12.32964335
0.52699062,81.67546512
0.018004117,1.1915415
0.014192559,8.643158881
-0.397706962,80.16049543
-0.778037118,21.85129778
