x,y
-0.217067792,16.10745351
-0.178078347,26.48720313
-0.483851191,48.99531547
-0.498087313,54.44020616
-0.177870967,21.37514425
-0.145129447,37.34165862
-0.591821114,61.41674847
-0.361398842,22.00828654
-0.291117733,8.680436
0.2917712,30.63076204
-0.000756256,63.06049151
-0.14242297,32.62372897
0.737487127,57.37620591
-0.018503077,64.88966742
-0.381032572,28.72668498
-0.865542027,58.69511891
0.298059725,33.89122645
0.943345238,80.44830413
-0.055125134,52.73310231
-0.874751929,53.91769611
-0.543030145,60.04418502
0.21229189,38.19826015
0.342377787,40.35589562
0.948331079,79.2517713
-0.936533399,67.35224216
-0.942188656,77.11327076
-0.584510639,59.63389945
0.815834178,54.27467454
-0.557480977,55.56610215
0.312589463,29.80642014
0.741285356,64.67735615
-0.598499734,54.9607912
0.619374349,86.3822265
0.432299388,59.88436428
0.269574077,39.92399492
0.058146717,56.9914918
-0.747706344,54.09791062
-0.890292428,55.3208716
-0.650413963,58.41755852
0.050448916,61.17476686
0.083837569,52.80191781
0.625420473,79.05457596
0.258665087,31.86578434
-0.721356576,52.0119664
0.280800094,37.25190139
0.061583754,66.83430277
-0.204020535,23.80081791
-0.936442065,69.4585354
-0.709549425,45.21240593
0.048450961,60.6779624
