x,y
-0.216659117,33.41703557
0.277297899,59.2228357
0.61055159,56.53916914
0.886078786,26.63031099
0.515021047,95.08807948
-0.435665506,73.01138674
0.130524307,23.02538758
-0.269411323,44.63742383
-0.053609443,7.795221013
-0.918225402,8.765244198
0.316658509,59.87439552
-0.450564642,76.58583627
0.999419725,2.765076686
-0.732663274,68.98662643
0.33635237,61.20014576
-0.153979367,40.33584448
-0.380991393,72.01852266
-0.65925155,45.19242417
-0.187434529,62.86755355
0.446889327,68.02537051
-0.424397082,81.39685618
-0.875312695,37.30578831
-0.267949267,43.87311344
-0.370390097,59.60891598
-0.119857743,20.54949302
-0.703590174,42.71069758
-0.780767031,49.2600854
0.338040331,81.63976124
-0.088249479,13.02694329
-0.60125563,61.96243964
-0.168169384,25.3081054
-0.905791369,34.51723382
-0.424473429,68.34157637
-0.471275792,67.20411497
-0.090061001,10.28425859
-0.739024343,56.22365766
0.001010471,-5.946748281
-0.623426938,78.00949788
0.552438676,58.74120875
0.88625941,42.67486894
-0.081480067,30.68187466
0.842854487,19.53864513
0.640202375,82.13128349
-0.903416247,15.48919023
-0.671127259,62.37254044
0.461450165,77.89910211
0.552631795,83.67272745
0.509417576,92.17411693
-0.125295458,44.68433586
-0.228804395,39.91086896
