x,y
0.689936602,57.90002869
-0.364019446,69.43241408
-0.168582884,14.50436597
-0.777946466,21.9044183
-0.261227164,53.49245399
-0.220742549,36.14583212
-0.80427736,7.371385075
0.7568712,41.99143229
0.466753322,87.81340227
0.932771685,2.737298825
0.422107982,82.97178018
0.291098112,66.10089216
0.902212685,27.4423694
0.568274021,76.81485365
0.842512389,30.29532293
0.607006603,68.89946332
-0.65870866,58.54402142
0.740074427,34.24005919
-0.38906087,64.44876123
0.714641124,49.49412271
0.815773471,27.94473674
-0.147888591,28.18193933
-0.743604031,53.6471651
-0.032502989,17.86940539
-0.6170129,56.86359857
0.682105684,54.11359826
0.089495371,18.32441112
-0.693855284,60.39389494
-0.015471217,3.941770593
-0.787572077,27.45647833
0.753127347,51.77300571
0.83202792,33.93130246
-0.535465437,65.49182013
-0.939957131,5.830258617
0.984159822,1.578961024
-0.319451406,58.18348061
0.556515421,83.06441315
-0.795823076,46.22939329
0.069169224,21.04879795
0.047866322,3.217605484
-0.507812187,87.05030464
0.704894285,49.76304037
-0.292412962,45.9704606
-0.213403327,33.68516745
0.422110026,67.62601665
-0.755628068,45.7310508
-0.825482591,53.16316482
-0.222483567,39.91168076
0.06473283,-16.37597115
0.958030265,11.44162112
