x,y
0.588849147,68.08148021
-0.301434119,45.9163362
-0.580294836,78.24109439
0.946949571,12.29369792
-0.183048791,24.07323185
0.295682002,63.99310378
-0.565844482,80.28925652
-0.305796595,55.4602394
0.612344294,74.58945369
-0.736238426,33.05006009
0.311663627,50.25190644
0.822204,33.24545621
0.828623368,32.70432464
0.424092062,72.60012864
-0.746106188,47.26738527
0.880471035,7.708922285
0.90204846,4.327398575
-0.101864529,22.50802268
0.781372824,33.42928956
0.880713624,20.90234498
-0.887347854,23.68248647
0.653442126,70.10874454
0.811390788,28.15003361
0.199871635,39.10955727
0.228819628,32.83923749
-0.198998309,18.96110954
0.214270461,36.60342751
-0.4975742,63.41586026
-0.376044109,63.39932244
0.837293563,24.44337457
-0.414697842,75.26278379
0.519354452,86.3888811
0.819556137,36.31322593
-0.346165607,44.6844854
-0.906781951,19.18747708
0.157181874,38.82066773
-0.957119792,15.69565558
0.03313924,7.183414785
-0.918719493,27.07727481
0.162531238,37.78833483
-0.771783864,48.92333944
-0.622301846,64.12496323
-0.258954716,51.20645819
0.625258851,68.35363393
-0.43590607,75.17661788
0.227320113,44.12221275
0.73963017,56.02652965
-0.823606838,28.07718413
-0.830648666,34.95413054
-0.07125018,23.96520919
