x,y
0.943418532,98.45217632
0.342349197,38.94848272
-0.699361359,77.32002744
-0.740177165,83.64949067
-0.84623286,83.53152392
0.332465485,48.22580555
0.593201079,92.01192468
0.890555168,93.86754998
-0.533051644,89.15095954
-0.656278295,83.54220785
-0.451149597,17.29092274
0.83832742,99.36096956
-0.455393168,18.62038355
-0.905138524,79.78906197
-0.508486937,78.72438742
-0.023982292,18.25069858
0.030056805,44.45623498
-0.287601443,26.92371323
0.988090759,83.40432758
-0.063483636,28.48744877
-0.49217977,19.97957114
-0.829012392,82.97030028
-0.375172042,16.74938621
0.489674766,35.22252475
-0.377089883,15.71568397
-0.85542729,80.30458148
0.782497466,85.40485627
0.876198808,89.69702158
0.603891015,84.32815207
0.715267438,87.41557162
0.126309879,46.17796877
-0.202566047,21.81447545
0.157936491,46.9811661
-0.549042338,86.07119422
0.238915913,35.90110849
0.6541434,91.57437546
-0.352345577,9.789976235
-0.988533325,76.59536937
-0.004817404,25.9133061
0.856040395,80.25151447
0.822250501,91.55979224
-0.27115322,23.0706511
-0.933538508,73.59266307
-0.830718764,89.13154042
-0.5149848,78.7448479
-0.408451256,23.20071376
-0.199245119,17.38171943
0.700748453,84.22568877
0.879494673,93.48927619
0.032193355,45.20524049
