x,y
0.454686503,65.64822324
-0.435746791,39.12992537
0.23822445,27.61881519
0.022819937,57.03218908
-0.49420282,44.69355054
0.922500714,70.44842493
0.689894844,71.99637662
0.504622636,74.51231884
0.96780707,83.97715347
0.384758096,55.46862042
0.121305209,50.9902248
0.241945101,31.65585194
-0.837388406,55.68409538
-0.128710506,39.53798796
0.618807466,82.71567363
0.157404151,48.08142746
-0.027078511,58.1687976
-0.933113533,65.66178307
0.621160719,79.33693242
-0.459234974,43.60467164
0.63439216,84.36210507
-0.011349742,63.11642728
-0.429149157,30.09052364
-0.261078149,9.072238286
-0.511563919,45.63770706
-0.402977012,29.14711838
-0.092241439,51.81375675
-0.666710004,55.40722394
0.958868891,96.74378625
-0.928493048,63.78975503
0.472980991,66.46745689
0.005169864,61.53129221
-0.288486487,9.537486143
-0.324434726,15.82220112
0.982847424,98.62143702
0.393656045,45.19607709
0.421106109,57.32239143
-0.843861472,50.5206991
-0.347391949,16.16968821
-0.733185052,46.92319545
-0.008388768,58.40032911
-0.270772737,16.61464683
-0.196404438,27.33854391
-0.046274161,54.09724094
0.783257125,65.32220043
0.061158084,58.54611893
0.305957972,36.16748953
-0.688173824,57.10042439
0.154335197,38.59822872
-0.299262764,8.500979348
