x,y
-0.171338921,36.5614272
-0.484154209,82.98890637
-0.048237453,30.37785886
0.952776347,2.421000175
0.803055773,31.34469932
0.63374806,58.62811883
-0.134621476,27.45164595
-0.802755396,23.03921578
0.126931086,37.61478754
-0.615745655,61.77794715
-0.104926911,25.98868922
0.800082944,50.25248061
0.30691973,37.52665696
-0.520049077,87.20280775
-0.182187636,19.57560606
-0.869144092,13.66578414
-0.990315522,-9.593528827
-0.52746883,91.47077305
0.613760697,72.22936129
0.159564911,29.54197581
0.366662867,70.79503484
0.166303891,20.33227858
0.914862783,17.32350048
0.910958409,14.50716302
-0.86310982,23.37373733
-0.087327022,8.440046134
0.687952225,55.27299716
0.039199043,-1.575526379
0.869521374,45.02557442
0.065035446,17.94403522
0.770051905,43.1784613
0.668423771,54.25183719
-0.998938443,22.94772585
-0.687417421,48.04562974
-0.291326531,41.125135
0.24460704,28.34388267
-0.995853331,8.990632454
-0.259951185,44.33702469
0.123617679,34.12954095
-0.16565895,45.83297046
0.640531797,75.74754636
0.736652198,39.6979067
-0.533715375,77.35728939
-0.948866735,6.552317754
-0.719906594,46.57869845
0.406723962,64.32654895
-0.481840497,70.21596579
-0.810011624,39.83752453
0.120179537,22.9820931
-0.332024664,59.93688542
