x,y
-0.664913921,22.34759117
0.440097895,43.1089584
-0.83590823,15.42255419
-0.927161458,14.67822977
-0.802779988,8.45526438
-0.312074297,77.9107634
0.949411519,47.9225083
0.136094188,81.03070289
-0.368207309,63.65919567
0.025971777,83.31766584
0.934298368,46.66673612
0.395551008,53.37965782
0.439740432,45.91064439
-0.587204625,22.82539714
-0.261500942,74.88549484
-0.346121777,72.5478664
-0.384548974,62.80391312
-0.141644837,91.72201057
-0.996303447,24.09072102
-0.314221702,63.69946698
-0.124148012,92.60001437
0.97418388,51.6038921
0.317585968,60.27802445
0.490834717,40.68095299
-0.622829564,14.04092252
-0.593121958,32.55644567
0.434808152,51.39031633
0.177169767,72.41839594
-0.306388375,71.84830322
-0.748803916,14.64326298
-0.690437719,8.106373577
0.157699136,76.80527489
0.454573108,45.57754355
0.745294336,45.80719705
-0.084625002,100.1113791
-0.970323818,18.54868398
0.750326618,41.97668825
0.133355465,74.1659415
0.06037385,76.88784122
0.008763361,83.05256298
0.662866861,39.02323356
-0.89624474,7.910000865
0.315459667,64.19173441
0.044825972,82.16396185
0.002391615,94.2895014
0.681309562,35.0647931
-0.273248943,71.89259333
-0.865405358,5.252676592
0.520554621,39.05226981
-0.538598988,30.22113138
