x,y
-0.075564276,28.45409124
0.313690694,49.84464925
-0.051387342,6.924349465
0.191568591,40.06878363
0.552811337,64.79321013
0.772611021,41.43064687
0.28455775,61.89594867
0.494429939,71.26019935
-0.181803149,38.32557111
-0.567067941,77.02121514
-0.579859683,52.89806714
0.382551713,60.00767758
-0.61527278,79.8255651
0.118979554,32.71787457
0.834967968,35.16490634
0.764304669,20.70832282
0.055022081,-9.828404591
0.704807358,52.04496153
0.487744509,88.95958138
-0.635948335,74.99454291
-0.81329434,24.31623864
-0.023011654,14.81258727
0.180317763,37.33420983
-0.489673337,87.60896977
-0.276072342,50.94377839
-0.677710066,61.55702654
-0.254349636,49.73899669
-0.492687708,84.65409414
-0.518396858,75.24944859
0.063563753,40.54029882
-0.004706953,0.310721882
0.84051493,33.84609898
0.447516978,76.33617827
-0.069944353,13.62434385
-0.190807093,43.96774599
-0.706099136,45.61374438
0.821742033,39.56249028
-0.658895778,43.29850138
0.318179479,42.15408548
0.285777342,43.86841825
0.522216747,85.52453381
-0.911209377,26.38022279
-0.649625416,53.78286035
-0.717756016,51.81493996
0.486319102,67.39784091
0.819242251,24.52091362
-0.096957521,40.48715211
0.626036961,68.47853586
-0.76863898,57.10284919
-0.420126297,52.70676244
