x,y
-0.937961799,76.75596328
0.229853085,34.97569005
0.094191774,35.63957426
0.012158861,41.73246113
-0.21351487,22.54403764
0.853173716,92.17586842
0.983970665,94.36218269
-0.865137778,75.38913977
-0.638803603,85.745048
-0.764447145,81.02176918
0.345229488,34.27484388
0.518148228,88.72644119
0.99785362,88.60728724
0.062793663,48.55368703
-0.098505266,17.89105594
-0.111924493,14.43341397
0.375532122,36.75378755
0.408093779,35.85966219
-0.753561528,95.03883952
-0.179766398,20.42047281
-0.758628898,75.86782811
0.707659997,92.35132521
-0.320718373,10.41335862
-0.136158063,15.25280718
0.277968644,42.53088497
-0.125764066,23.59388181
-0.502797109,72.58194977
0.415197369,52.27099692
-0.289086599,22.06331613
-0.981055033,76.61362658
0.40870398,40.43272279
-0.116265178,21.61014128
0.264071444,44.82910952
0.908416029,90.14398168
0.28653328,40.28747245
-0.892569033,74.53548852
0.387005022,32.17473998
-0.557279288,80.94692669
0.150420864,31.29987002
0.905960025,85.86323207
-0.07487907,25.59820412
-0.961088292,69.13992868
0.690763845,93.30709882
-0.038071161,22.8550446
0.92071294,93.99441881
-0.981011149,73.17298417
0.808011308,89.63478213
-0.724441582,88.75527885
-0.164761739,25.10115219
-0.596013602,81.58904271
